Order_ID,Order_Date,Customer_ID,Customer_Age,Customer_Gender,Region,Country,Category,Product_Name,Price,Quantity,Discount,Revenue,Profit,Payment_Method,Month
O07334,2023-03-12,C1979,53,Male,North,USA,Furniture,Sofa,700.38,2.0,0.06,1316.71,204.01,PayPal,2023-03
O07335,2023-10-21,C0917,18,Male,North,Australia,Office Supplies,Pen Set,668.27,4.0,0.1,2405.77,582.29,PayPal,2023-10
O07336,2024-03-11,C0947,62,Female,North,India,Office Supplies,Printer Paper,454.74,5.0,0.29,1614.33,297.44,Debit Card,2024-03
O07337,2023-11-24,C1540,21,Male,South,Australia,Office Supplies,Stapler,522.86,5.0,0.28,1882.3,266.02,Cash,2023-11
O07338,2023-07-16,C0744,40,Female,West,Germany,Furniture,Cabinet,159.12,4.0,0.17,528.28,172.61,Debit Card,2023-07
O07339,2024-05-07,C0621,44,Female,South,Canada,Clothing,T-Shirt,369.61,2.0,0.15,628.34,141.97,Debit Card,2024-05
O07340,2023-09-03,C1367,22,Male,East,USA,Furniture,Cabinet,54.81,2.0,0.19,88.79,19.11,PayPal,2023-09
O07341,2023-02-18,C0797,22,Male,North,Germany,Clothing,T-Shirt,60.46,2.0,0.29,85.85,19.83,Credit Card,2023-02
O07342,2024-05-19,C0405,30,Male,North,India,Electronics,Tablet,497.91,3.0,0.22,1165.11,142.24,Cash,2024-05
O07343,2023-04-24,C0316,32,Female,East,UK,Furniture,Chair,235.74,3.0,0.15,601.14,171.89,PayPal,2023-04
O07344,2023-10-28,C0758,52,Male,East,Australia,Office Supplies,Printer Paper,179.78,4.0,0.24,546.53,79.54,PayPal,2023-10
O07345,2023-08-29,C1168,31,Female,East,UK,Electronics,Smartphone,618.72,3.0,0.03,1800.48,305.29,Cash,2023-08
O07346,2024-06-20,C1836,47,Male,South,Canada,Clothing,T-Shirt,251.08,5.0,0.3,878.78,146.73,Debit Card,2024-06
O07347,2024-03-10,C0806,40,Male,South,UK,Electronics,Headphones,438.19,2.0,0.28,630.99,130.12,PayPal,2024-03
O07348,2024-03-16,C1952,53,Female,West,Canada,Clothing,Jeans,305.64,3.0,0.17,761.04,77.5,Credit Card,2024-03
O07349,2024-06-05,C1343,45,Male,North,India,Office Supplies,Pen Set,421.31,3.0,0.25,947.95,308.04,PayPal,2024-06
O07350,2024-02-09,C1451,23,Female,West,India,Clothing,Jeans,578.9,1.0,0.11,515.22,51.84,PayPal,2024-02
O07351,2024-03-02,C1774,59,Female,West,UK,Furniture,Chair,392.53,3.0,0.27,859.64,257.37,Debit Card,2024-03
O07352,2023-08-04,C1687,24,Male,South,USA,Clothing,Jeans,252.23,1.0,0.2,201.78,37.17,Credit Card,2023-08
O07353,2024-03-10,C1617,44,Female,South,UK,Clothing,Jeans,77.12,3.0,0.11,205.91,58.82,Cash,2024-03
O07354,2023-10-27,C1845,57,Male,West,India,Clothing,Shoes,929.78,3.0,0.22,2175.69,337.08,Credit Card,2023-10
O07355,2023-10-29,C1803,30,Female,West,USA,Furniture,Sofa,84.16,3.0,0.13,219.66,41.33,PayPal,2023-10
O07356,2023-10-13,C0209,27,Male,East,Canada,Furniture,Desk,346.42,3.0,0.06,976.9,335.78,Credit Card,2023-10
O07357,2023-11-09,C0844,47,Female,North,India,Electronics,Laptop,309.92,4.0,0.3,867.78,262.91,Debit Card,2023-11
O07358,2023-12-04,C1379,22,Female,West,India,Office Supplies,Notebook,421.66,4.0,0.27,1231.25,131.07,Debit Card,2023-12
O07359,2023-04-06,C0380,34,Female,East,UK,Electronics,Headphones,724.17,2.0,0.22,1129.71,162.31,PayPal,2023-04
O07360,2023-12-10,C0300,22,Female,West,UK,Furniture,Desk,266.04,5.0,0.17,1104.07,232.68,PayPal,2023-12
O07361,2024-01-09,C1938,41,Female,East,USA,Furniture,Chair,950.09,5.0,0.16,3990.38,863.4,Cash,2024-01
O07362,2023-01-16,C1854,53,Female,West,Canada,Furniture,Desk,954.52,5.0,0.28,3436.27,999.97,PayPal,2023-01
O07363,2023-05-17,C1568,50,Female,West,Australia,Office Supplies,Printer Paper,387.28,4.0,0.14,1332.24,349.09,PayPal,2023-05
O07364,2023-10-03,C0256,47,Male,East,Germany,Office Supplies,Printer Paper,90.04,5.0,0.0,450.2,89.79,PayPal,2023-10
O07365,2023-05-03,C0767,27,Male,South,India,Electronics,Smartphone,758.32,5.0,0.12,3336.61,695.92,PayPal,2023-05
O07366,2023-11-14,C1204,44,Female,North,USA,Furniture,Sofa,662.83,5.0,0.19,2684.46,805.58,Debit Card,2023-11
O07367,2024-05-09,C1407,18,Male,West,Canada,Furniture,Desk,603.83,5.0,0.02,2958.77,1002.54,PayPal,2024-05
O07368,2023-11-21,C0063,46,Female,South,India,Office Supplies,Printer Paper,270.41,5.0,0.3,946.44,119.69,PayPal,2023-11
O07369,2023-12-16,C0202,58,Female,West,India,Furniture,Sofa,61.19,1.0,0.18,50.18,15.1,Debit Card,2023-12
O07370,2023-01-19,C0850,32,Female,South,UK,Furniture,Sofa,864.7,5.0,0.13,3761.45,625.36,Credit Card,2023-01
O07371,2024-01-10,C1589,28,Male,South,Canada,Office Supplies,Stapler,640.96,1.0,0.19,519.18,163.25,PayPal,2024-01
O07372,2023-11-07,C1056,40,Male,West,USA,Furniture,Sofa,340.12,4.0,0.16,1142.8,217.43,Cash,2023-11
O07373,2023-04-01,C0881,28,Female,East,UK,Furniture,Chair,696.95,3.0,0.09,1902.67,543.95,Credit Card,2023-04
O07374,2024-06-18,C1429,57,Female,North,UK,Furniture,Cabinet,460.35,5.0,0.14,1979.5,388.74,Credit Card,2024-06
O07375,2024-06-23,C0856,64,Male,West,Canada,Electronics,Tablet,577.45,1.0,0.07,537.03,75.56,Cash,2024-06
O07376,2023-07-20,C0211,29,Female,North,Australia,Office Supplies,Stapler,430.68,5.0,0.06,2024.2,408.25,Cash,2023-07
O07377,2023-05-04,C1900,33,Male,East,Australia,Electronics,Tablet,265.16,3.0,0.01,787.53,249.09,Debit Card,2023-05
O07378,2024-05-08,C0394,23,Female,East,UK,Electronics,Smartphone,363.83,5.0,0.14,1564.47,315.04,Cash,2024-05
O07379,2023-02-23,C0371,61,Female,East,Australia,Clothing,Jeans,65.67,5.0,0.16,275.81,47.93,Credit Card,2023-02
O07380,2024-01-17,C0606,52,Male,East,Australia,Electronics,Laptop,903.32,5.0,0.3,3161.62,581.96,Cash,2024-01
O07381,2024-05-29,C0765,18,Female,South,Canada,Furniture,Sofa,993.09,1.0,0.01,983.16,318.1,Debit Card,2024-05
O07382,2024-04-02,C1611,27,Male,South,UK,Clothing,Shoes,272.84,3.0,0.19,663.0,112.3,PayPal,2024-04
O07383,2024-06-21,C0081,45,Male,East,India,Office Supplies,Notebook,171.41,3.0,0.01,509.09,53.8,Cash,2024-06
O07384,2024-03-24,C1976,64,Male,West,USA,Electronics,Laptop,831.66,5.0,0.26,3077.14,397.34,PayPal,2024-03
O07385,2023-01-14,C1788,56,Female,North,Germany,Furniture,Sofa,749.38,5.0,0.21,2960.05,515.01,PayPal,2023-01
O07386,2023-10-17,C0193,22,Male,West,Australia,Clothing,Shoes,257.63,5.0,0.26,953.23,251.1,Cash,2023-10
O07387,2023-02-12,C1228,44,Female,West,India,Clothing,Jacket,622.64,1.0,0.25,466.98,122.67,Credit Card,2023-02
O07388,2024-05-15,C0497,41,Male,North,India,Furniture,Sofa,532.81,2.0,0.17,884.46,239.33,Credit Card,2024-05
O07389,2023-11-09,C1151,55,Female,South,Canada,Electronics,Laptop,585.87,4.0,0.03,2273.18,246.4,Credit Card,2023-11
O07390,2023-07-01,C1492,64,Male,North,UK,Furniture,Chair,482.26,1.0,0.18,395.45,48.17,Credit Card,2023-07
O07391,2023-11-02,C1048,53,Male,West,Germany,Furniture,Sofa,847.92,4.0,0.27,2475.93,816.46,Cash,2023-11
O07392,2023-03-14,C1280,36,Female,East,Germany,Furniture,Desk,730.45,1.0,0.12,642.8,72.66,PayPal,2023-03
O07393,2023-01-27,C0407,52,Female,East,UK,Clothing,Shoes,383.41,2.0,0.2,613.46,211.55,Cash,2023-01
O07394,2024-04-01,C1538,57,Female,South,Canada,Furniture,Cabinet,503.04,2.0,0.22,784.74,143.79,PayPal,2024-04
O07395,2023-02-07,C1552,38,Female,South,Germany,Office Supplies,Notebook,800.77,5.0,0.16,3363.23,645.4,Debit Card,2023-02
O07396,2024-06-07,C0042,20,Male,East,Germany,Electronics,Tablet,84.83,2.0,0.25,127.25,42.95,Credit Card,2024-06
O07397,2023-09-18,C1751,60,Female,East,Australia,Electronics,Laptop,12.92,3.0,0.17,32.17,9.7,Debit Card,2023-09
O07398,2024-06-15,C0980,52,Female,North,Canada,Clothing,Shoes,467.69,5.0,0.15,1987.68,558.25,Debit Card,2024-06
O07399,2023-04-20,C0794,28,Male,South,Germany,Clothing,Shoes,780.75,3.0,0.29,1663.0,272.86,Debit Card,2023-04
O07400,2024-06-04,C0110,46,Female,East,India,Furniture,Desk,301.16,3.0,0.24,686.64,217.76,PayPal,2024-06
O07401,2024-04-06,C1239,34,Female,West,India,Clothing,T-Shirt,352.22,1.0,0.21,278.25,61.56,PayPal,2024-04
O07402,2024-06-16,C0664,30,Male,West,Germany,Furniture,Sofa,782.12,5.0,0.14,3363.12,414.31,PayPal,2024-06
O07403,2023-09-22,C1851,34,Male,East,Canada,Office Supplies,Stapler,995.59,3.0,0.15,2538.75,435.47,Credit Card,2023-09
O07404,2023-04-15,C1552,30,Female,East,USA,Furniture,Desk,963.45,2.0,0.18,1580.06,401.73,Credit Card,2023-04
O07405,2023-08-29,C0050,31,Female,South,USA,Clothing,Shoes,874.17,3.0,0.24,1993.11,625.94,Cash,2023-08
O07406,2024-01-10,C1300,27,Male,East,Canada,Office Supplies,Printer Paper,832.8,1.0,0.01,824.47,219.02,Cash,2024-01
O07407,2023-10-13,C0800,47,Female,South,Germany,Office Supplies,Notebook,919.23,4.0,0.12,3235.69,944.75,Cash,2023-10
O07408,2023-10-27,C0274,21,Male,South,Australia,Furniture,Sofa,787.41,5.0,0.11,3503.97,459.93,Debit Card,2023-10
O07409,2023-10-09,C0254,42,Female,West,Canada,Clothing,Shoes,638.07,1.0,0.03,618.93,71.34,Cash,2023-10
O07410,2024-06-17,C1925,25,Male,North,Australia,Electronics,Laptop,241.09,4.0,0.2,771.49,127.9,PayPal,2024-06
O07411,2023-06-21,C0390,43,Male,North,Australia,Office Supplies,Stapler,490.7,3.0,0.13,1280.73,387.44,Debit Card,2023-06
O07412,2023-03-14,C0456,58,Male,East,Australia,Electronics,Laptop,486.75,1.0,0.04,467.28,101.3,Debit Card,2023-03
O07413,2023-12-07,C1499,40,Female,South,UK,Office Supplies,Stapler,73.95,4.0,0.09,269.18,30.77,PayPal,2023-12
O07414,2024-06-01,C0397,56,Male,South,USA,Office Supplies,Notebook,680.23,3.0,0.27,1489.7,341.42,Debit Card,2024-06
O07415,2024-06-21,C0432,47,Female,East,UK,Furniture,Chair,865.34,3.0,0.11,2310.46,753.2,PayPal,2024-06
O07416,2023-03-25,C1503,38,Male,South,Germany,Clothing,Jacket,103.74,1.0,0.13,90.25,17.06,PayPal,2023-03
O07417,2024-06-14,C1930,51,Male,East,Germany,Furniture,Sofa,696.19,1.0,0.09,633.53,155.79,Credit Card,2024-06
O07418,2023-03-12,C0230,43,Male,South,Canada,Electronics,Smartphone,335.13,3.0,0.08,924.96,175.69,PayPal,2023-03
O07419,2023-09-08,C0616,36,Male,West,Australia,Furniture,Desk,279.97,1.0,0.22,218.38,63.27,Credit Card,2023-09
O07420,2024-06-04,C0092,34,Female,West,Canada,Clothing,Jeans,304.19,2.0,0.02,596.21,118.26,Cash,2024-06
O07421,2023-02-11,C0568,39,Male,South,Germany,Furniture,Chair,908.68,2.0,0.23,1399.37,152.76,PayPal,2023-02
O07422,2023-01-12,C0375,40,Male,South,Canada,Clothing,Shoes,750.99,5.0,0.29,2666.01,864.87,PayPal,2023-01
O07423,2023-08-25,C0973,52,Female,North,Canada,Office Supplies,Stapler,509.76,5.0,0.16,2140.99,421.81,Cash,2023-08
O07424,2023-10-13,C1360,45,Female,East,Canada,Furniture,Sofa,169.03,2.0,0.16,283.97,62.64,Credit Card,2023-10
O07425,2023-06-16,C0251,59,Male,South,Australia,Office Supplies,Notebook,126.46,1.0,0.17,104.96,27.45,Debit Card,2023-06
O07426,2023-12-14,C0912,33,Female,South,Canada,Furniture,Chair,377.36,1.0,0.02,369.81,113.68,Debit Card,2023-12
O07427,2023-06-11,C0974,60,Male,West,Australia,Office Supplies,Notebook,232.62,1.0,0.1,209.36,31.5,Cash,2023-06
O07428,2023-05-01,C1576,51,Male,South,USA,Clothing,Jeans,660.59,4.0,0.27,1928.92,621.5,PayPal,2023-05
O07429,2023-08-13,C0158,27,Female,West,Australia,Clothing,Jeans,228.86,3.0,0.22,535.53,72.57,Cash,2023-08
O07430,2024-03-20,C0527,61,Female,East,India,Electronics,Headphones,676.82,2.0,0.26,1001.69,219.65,Cash,2024-03
O07431,2024-06-15,C1487,32,Male,North,India,Office Supplies,Printer Paper,179.64,3.0,0.15,458.08,152.04,Debit Card,2024-06
O07432,2024-01-25,C1916,36,Male,West,Germany,Electronics,Laptop,853.82,2.0,0.0,1707.64,564.25,Debit Card,2024-01
O07433,2023-04-10,C1145,28,Female,East,UK,Clothing,Jeans,547.14,1.0,0.28,393.94,50.04,Cash,2023-04
O07434,2023-10-21,C0279,57,Female,South,UK,Electronics,Tablet,470.35,5.0,0.07,2187.13,615.53,PayPal,2023-10
O07435,2023-11-10,C0238,18,Female,East,Canada,Office Supplies,Stapler,668.79,4.0,0.2,2140.13,495.48,Cash,2023-11
O07436,2024-02-10,C1657,19,Female,North,Canada,Furniture,Sofa,275.73,2.0,0.14,474.26,97.73,Debit Card,2024-02
O07437,2023-08-05,C0171,47,Female,North,Germany,Office Supplies,Pen Set,790.6,2.0,0.2,1264.96,337.95,Cash,2023-08
O07438,2024-03-16,C1190,36,Male,West,UK,Electronics,Smartphone,121.15,5.0,0.04,581.52,181.21,Debit Card,2024-03
O07439,2023-04-18,C0640,30,Male,East,Canada,Office Supplies,Notebook,392.33,3.0,0.01,1165.22,315.17,Debit Card,2023-04
O07440,2023-12-07,C0190,51,Male,West,USA,Clothing,T-Shirt,28.7,1.0,0.17,23.82,5.7,Debit Card,2023-12
O07441,2023-05-26,C1119,33,Male,North,USA,Office Supplies,Printer Paper,357.25,3.0,0.05,1018.16,182.89,Credit Card,2023-05
O07442,2024-04-08,C0328,33,Female,North,UK,Clothing,Jeans,666.8,2.0,0.19,1080.22,155.27,Credit Card,2024-04
O07443,2024-02-14,C0898,33,Male,West,Germany,Electronics,Tablet,202.6,5.0,0.08,931.96,167.02,PayPal,2024-02
O07444,2023-01-18,C1310,38,Female,North,UK,Furniture,Chair,455.19,3.0,0.07,1269.98,430.35,Cash,2023-01
O07445,2023-12-14,C0472,56,Female,East,Australia,Clothing,Jeans,551.45,1.0,0.22,430.13,117.84,Credit Card,2023-12
O07446,2023-11-23,C1991,37,Female,South,Germany,Clothing,Jeans,97.45,2.0,0.06,183.21,35.67,Debit Card,2023-11
O07447,2023-01-02,C0491,38,Female,West,USA,Furniture,Desk,365.74,3.0,0.25,822.91,200.64,Credit Card,2023-01
O07448,2023-07-30,C1793,26,Male,East,Australia,Clothing,Shoes,763.12,1.0,0.3,534.18,67.01,Credit Card,2023-07
O07449,2023-10-27,C1398,39,Female,West,Canada,Furniture,Cabinet,969.48,2.0,0.14,1667.51,378.73,Debit Card,2023-10
O07450,2024-02-17,C0274,31,Male,West,Australia,Electronics,Laptop,509.67,4.0,0.06,1916.36,559.02,Credit Card,2024-02
O07451,2023-05-26,C1653,34,Female,North,India,Furniture,Desk,644.06,3.0,0.24,1468.46,158.66,Credit Card,2023-05
O07452,2023-10-20,C0114,57,Male,East,Canada,Furniture,Desk,271.42,4.0,0.03,1053.11,291.88,Credit Card,2023-10
O07453,2023-11-23,C0583,21,Male,South,India,Electronics,Headphones,258.84,1.0,0.09,235.54,64.07,Cash,2023-11
O07454,2023-07-19,C0427,60,Male,North,Australia,Electronics,Smartphone,440.22,2.0,0.18,721.96,229.75,Credit Card,2023-07
O07455,2024-04-16,C0390,35,Female,South,Canada,Electronics,Laptop,125.97,2.0,0.27,183.92,60.41,Credit Card,2024-04
O07456,2023-03-29,C1696,61,Female,North,Australia,Office Supplies,Printer Paper,449.65,3.0,0.11,1200.57,322.73,Credit Card,2023-03
O07457,2023-07-18,C1251,44,Male,North,USA,Office Supplies,Stapler,764.69,3.0,0.14,1972.9,340.84,Debit Card,2023-07
O07458,2024-03-15,C0208,61,Female,North,Germany,Electronics,Tablet,734.53,5.0,0.19,2974.85,533.1,PayPal,2024-03
O07459,2024-03-21,C1575,20,Male,North,USA,Clothing,Shoes,834.42,1.0,0.06,784.35,103.9,Credit Card,2024-03
O07460,2024-04-07,C0999,65,Male,West,Australia,Electronics,Tablet,437.29,5.0,0.08,2011.53,316.18,Debit Card,2024-04
O07461,2023-04-24,C1328,36,Female,West,Canada,Clothing,Shoes,234.48,5.0,0.16,984.82,170.17,Cash,2023-04
O07462,2023-08-02,C1402,19,Male,East,India,Clothing,T-Shirt,697.37,3.0,0.24,1590.0,382.41,Debit Card,2023-08
O07463,2023-04-26,C0312,54,Female,East,UK,Electronics,Smartphone,817.54,1.0,0.28,588.63,113.81,PayPal,2023-04
O07464,2024-04-06,C0353,58,Male,North,USA,Office Supplies,Stapler,192.83,2.0,0.3,269.96,38.41,PayPal,2024-04
O07465,2023-09-21,C0374,31,Male,North,Australia,Electronics,Smartphone,195.41,4.0,0.06,734.74,99.07,Cash,2023-09
O07466,2024-03-21,C1484,55,Female,West,USA,Clothing,Jacket,173.94,2.0,0.01,344.4,83.79,Cash,2024-03
O07467,2024-06-24,C1966,61,Female,East,India,Clothing,Jeans,705.27,2.0,0.0,1410.54,323.49,Cash,2024-06
O07468,2023-08-27,C1475,58,Male,North,Australia,Furniture,Chair,897.27,1.0,0.11,798.57,144.82,Debit Card,2023-08
O07469,2024-03-18,C0916,45,Female,West,Germany,Electronics,Tablet,608.28,2.0,0.19,985.41,238.06,Cash,2024-03
O07470,2023-05-22,C1026,53,Male,East,Germany,Furniture,Sofa,560.21,3.0,0.21,1327.7,334.02,Debit Card,2023-05
O07471,2023-03-15,C0121,57,Female,East,Germany,Clothing,Shoes,394.55,1.0,0.03,382.71,89.24,Debit Card,2023-03
O07472,2024-03-08,C1038,52,Female,North,India,Clothing,T-Shirt,591.58,3.0,0.24,1348.8,358.38,Credit Card,2024-03
O07473,2024-02-24,C1323,57,Male,West,UK,Furniture,Desk,257.5,1.0,0.08,236.9,43.26,PayPal,2024-02
O07474,2023-11-08,C1808,51,Male,South,Germany,Electronics,Smartphone,434.27,5.0,0.29,1541.66,378.33,Debit Card,2023-11
O07475,2023-02-27,C1963,19,Female,South,USA,Furniture,Sofa,456.06,3.0,0.27,998.77,231.77,PayPal,2023-02
O07476,2024-02-28,C1796,55,Female,North,Germany,Electronics,Tablet,79.82,3.0,0.23,184.38,20.95,PayPal,2024-02
O07477,2024-03-03,C0720,47,Male,North,USA,Office Supplies,Pen Set,508.59,5.0,0.08,2339.51,715.83,Cash,2024-03
O07478,2023-02-18,C0397,41,Female,East,USA,Electronics,Headphones,849.86,5.0,0.15,3611.91,364.57,Cash,2023-02
O07479,2024-06-17,C1686,63,Female,North,UK,Electronics,Laptop,380.26,5.0,0.2,1521.04,492.55,Debit Card,2024-06
O07480,2023-07-02,C1918,41,Male,East,Canada,Electronics,Tablet,671.58,4.0,0.24,2041.6,276.16,Cash,2023-07
O07481,2024-02-02,C1149,26,Female,East,Germany,Clothing,Shoes,628.55,3.0,0.18,1546.23,315.57,Debit Card,2024-02
O07482,2023-09-14,C0846,59,Female,East,USA,Furniture,Sofa,150.98,2.0,0.02,295.92,42.21,PayPal,2023-09
O07483,2023-01-13,C0969,53,Female,East,UK,Office Supplies,Notebook,56.54,2.0,0.03,109.69,32.99,Debit Card,2023-01
O07484,2023-04-03,C0310,21,Female,North,Australia,Electronics,Headphones,207.9,4.0,0.12,731.81,86.13,Cash,2023-04
O07485,2023-01-23,C0627,41,Male,South,UK,Furniture,Desk,878.74,2.0,0.25,1318.11,166.38,Debit Card,2023-01
O07486,2023-10-19,C1131,60,Male,North,Canada,Office Supplies,Pen Set,482.63,1.0,0.05,458.5,95.17,Cash,2023-10
O07487,2023-01-19,C0903,56,Female,North,India,Furniture,Chair,266.3,5.0,0.07,1238.29,219.32,Cash,2023-01
O07488,2023-07-08,C1407,61,Male,East,USA,Electronics,Laptop,662.1,5.0,0.08,3045.66,758.16,Credit Card,2023-07
O07489,2023-01-15,C1306,44,Female,East,UK,Clothing,Shoes,573.4,3.0,0.21,1358.96,266.95,PayPal,2023-01
O07490,2023-03-15,C1756,31,Female,North,USA,Furniture,Desk,233.11,1.0,0.01,230.78,59.4,Debit Card,2023-03
O07491,2023-06-24,C0579,47,Male,West,Australia,Electronics,Smartphone,642.89,3.0,0.12,1697.23,573.36,PayPal,2023-06
O07492,2024-06-24,C0538,23,Female,West,Canada,Furniture,Sofa,14.99,5.0,0.26,55.46,14.94,Credit Card,2024-06
O07493,2023-04-15,C0536,45,Female,West,UK,Clothing,Jeans,688.44,5.0,0.13,2994.71,584.08,Cash,2023-04
O07494,2023-03-07,C0909,58,Male,South,Germany,Office Supplies,Printer Paper,745.23,1.0,0.29,529.11,55.58,Debit Card,2023-03
O07495,2023-09-20,C1619,51,Male,East,USA,Office Supplies,Stapler,755.59,1.0,0.01,748.03,201.85,Cash,2023-09
O07496,2023-12-07,C1900,44,Female,West,Australia,Clothing,Jacket,406.69,2.0,0.28,585.63,179.76,PayPal,2023-12
O07497,2023-07-10,C1528,29,Male,West,Germany,Office Supplies,Printer Paper,753.58,5.0,0.26,2788.25,604.7,Credit Card,2023-07
O07498,2024-02-23,C0574,39,Female,North,USA,Furniture,Sofa,402.72,5.0,0.11,1792.1,561.82,Cash,2024-02
O07499,2024-01-24,C1037,19,Female,North,USA,Clothing,Shoes,158.29,5.0,0.22,617.33,208.19,Cash,2024-01
O07500,2024-05-09,C1484,42,Male,South,Germany,Clothing,Jeans,81.81,1.0,0.27,59.72,17.45,Credit Card,2024-05
O07501,2023-07-04,C0477,48,Female,West,UK,Office Supplies,Notebook,374.88,4.0,0.02,1469.53,460.41,PayPal,2023-07
O07502,2023-10-11,C0691,56,Male,South,Germany,Clothing,Shoes,729.26,5.0,0.11,3245.21,426.29,Cash,2023-10
O07503,2023-03-12,C1461,28,Female,East,Canada,Clothing,Shoes,984.63,2.0,0.27,1437.56,232.3,Debit Card,2023-03
O07504,2023-04-26,C1814,63,Female,South,India,Office Supplies,Notebook,199.73,1.0,0.22,155.79,24.02,Debit Card,2023-04
O07505,2023-09-06,C1269,24,Female,West,USA,Office Supplies,Notebook,682.78,1.0,0.08,628.16,119.52,Cash,2023-09
O07506,2023-11-16,C1756,31,Male,North,Australia,Furniture,Desk,510.21,5.0,0.03,2474.52,282.97,Cash,2023-11
O07507,2023-10-13,C0826,42,Female,South,India,Clothing,T-Shirt,547.49,4.0,0.1,1970.96,342.7,Debit Card,2023-10
O07508,2023-02-13,C1976,47,Male,East,Australia,Electronics,Headphones,311.75,1.0,0.23,240.05,51.67,Cash,2023-02
O07509,2023-09-29,C0942,28,Male,West,Germany,Electronics,Laptop,465.3,1.0,0.08,428.08,44.41,Debit Card,2023-09
O07510,2024-04-01,C1249,61,Female,North,India,Office Supplies,Notebook,107.31,4.0,0.05,407.78,121.8,Credit Card,2024-04
O07511,2023-09-19,C1362,44,Female,South,Australia,Clothing,Shoes,90.63,5.0,0.25,339.86,48.6,Credit Card,2023-09
O07512,2023-01-03,C0188,64,Male,North,UK,Clothing,Jacket,717.26,5.0,0.26,2653.86,346.03,Cash,2023-01
O07513,2023-06-29,C0830,48,Male,North,Australia,Furniture,Chair,291.04,3.0,0.14,750.88,92.58,Cash,2023-06
O07514,2023-09-16,C0760,58,Female,North,UK,Office Supplies,Stapler,847.86,3.0,0.01,2518.14,345.97,Cash,2023-09
O07515,2023-07-27,C0130,46,Female,East,Canada,Office Supplies,Notebook,884.02,3.0,0.07,2466.42,515.12,Credit Card,2023-07
O07516,2023-01-03,C1960,54,Female,West,Canada,Electronics,Laptop,39.05,1.0,0.23,30.07,4.83,Credit Card,2023-01
O07517,2023-07-15,C0595,57,Male,South,India,Office Supplies,Printer Paper,959.63,1.0,0.21,758.11,198.57,Credit Card,2023-07
O07518,2023-08-05,C1808,56,Male,North,Australia,Clothing,Jacket,768.3,3.0,0.28,1659.53,500.67,Debit Card,2023-08
O07519,2024-02-23,C1157,60,Female,East,USA,Office Supplies,Printer Paper,213.12,5.0,0.29,756.58,141.65,PayPal,2024-02
O07520,2024-04-05,C0857,56,Male,East,USA,Clothing,Shoes,992.13,1.0,0.17,823.47,254.39,Credit Card,2024-04
O07521,2023-09-09,C0700,49,Male,West,UK,Furniture,Sofa,551.67,1.0,0.07,513.05,125.14,Debit Card,2023-09
O07522,2023-09-24,C1826,29,Female,South,Germany,Office Supplies,Printer Paper,78.63,1.0,0.22,61.33,6.67,Credit Card,2023-09
O07523,2023-01-19,C1505,49,Male,North,Australia,Electronics,Headphones,671.9,2.0,0.11,1195.98,265.78,Cash,2023-01
O07524,2024-03-14,C0491,54,Male,West,USA,Electronics,Tablet,681.87,3.0,0.21,1616.03,187.91,Cash,2024-03
O07525,2023-05-15,C1035,43,Female,West,Australia,Furniture,Chair,94.84,4.0,0.02,371.77,119.16,Credit Card,2023-05
O07526,2023-09-29,C0903,64,Male,East,India,Electronics,Tablet,801.06,4.0,0.08,2947.9,588.78,Debit Card,2023-09
O07527,2024-03-12,C1255,35,Female,North,India,Electronics,Laptop,386.59,2.0,0.03,749.98,129.55,Cash,2024-03
O07528,2023-03-17,C1881,65,Female,East,USA,Clothing,Shoes,188.05,1.0,0.22,146.68,18.9,Debit Card,2023-03
O07529,2024-05-19,C1896,25,Male,South,Germany,Office Supplies,Stapler,375.98,2.0,0.22,586.53,132.46,Debit Card,2024-05
O07530,2023-01-15,C0912,36,Female,North,USA,Clothing,Jeans,407.17,3.0,0.24,928.35,262.43,Cash,2023-01
O07531,2023-01-13,C0332,35,Female,West,Germany,Clothing,Jacket,56.04,5.0,0.17,232.57,27.65,Debit Card,2023-01
O07532,2023-09-13,C0256,56,Female,West,Australia,Furniture,Chair,817.48,2.0,0.28,1177.17,193.31,Credit Card,2023-09
O07533,2024-05-04,C1319,24,Female,South,USA,Clothing,Jeans,572.26,5.0,0.1,2575.17,508.29,Cash,2024-05
O07534,2023-06-08,C0229,27,Female,South,Canada,Electronics,Laptop,359.99,4.0,0.19,1166.37,160.74,Debit Card,2023-06
O07535,2023-04-25,C1249,23,Female,East,UK,Office Supplies,Printer Paper,363.72,2.0,0.18,596.5,136.06,Cash,2023-04
O07536,2023-06-22,C1529,43,Male,West,USA,Office Supplies,Notebook,809.68,4.0,0.26,2396.65,320.77,PayPal,2023-06
O07537,2023-03-08,C1419,30,Male,North,Canada,Office Supplies,Notebook,246.12,2.0,0.17,408.56,69.46,PayPal,2023-03
O07538,2024-06-12,C0390,61,Female,South,India,Clothing,Shoes,667.16,2.0,0.22,1040.77,343.63,Cash,2024-06
O07539,2023-04-04,C0435,37,Female,North,Canada,Clothing,Jeans,152.4,1.0,0.12,134.11,26.12,PayPal,2023-04
O07540,2024-02-23,C1096,48,Female,West,Canada,Clothing,Shoes,395.2,5.0,0.22,1541.28,440.39,Debit Card,2024-02
O07541,2023-09-30,C0072,40,Male,North,Canada,Office Supplies,Notebook,741.76,3.0,0.19,1802.48,538.49,Debit Card,2023-09
